decade,year,title,term,category,line_text,first_tech_position,first_tech_category
2000,2001,15 minutes,phone,communication,"Take your eyes off her, Oleg!  Look.  It wasn't my fault you two were caught.  It's his fault.  Trying to get the bank clerk's phone number?!  I wasn't going to wait!!!",0.7559523809523809,communication
2000,2001,15 minutes,call,communication,"Trust me, you'll want to take this call.",0.875,communication
2000,2001,15 minutes,call,communication,You've got a call.,0.7222222222222222,communication
2000,2001,15 minutes,call,communication,Oh my G-d.  We were having lunch here. He started making overtures - talking about little shoes next to his in his closet but I got a call to anchor - and I walked out on him.  I walked out on him when he was trying to ask me to marry him!!,0.5583333333333333,communication
2000,2001,15 minutes,call,communication,"Look, I'm in here.  You call this a career move?",0.5,communication
2000,2001,15 minutes,call,communication,"Permanently disrupted?  Aren't you selling paintings now for quite a lot of money?  Hasn't this 'incident' as you call it, jump started your career as an artist?",0.7080745341614907,communication
1960,1968,2001: a space odyssey,computer,computational,"I'm sorry, Dave, but in accordance with sub-routine C1532/4, quote, When the crew are dead or incapacitated, the computer must assume control, unquote. I must, therefore, override your authority now since you are not in any condition to intel- ligently exercise it.",0.42641509433962266,computational
1960,1968,2001: a space odyssey,phone,communication,"I'm terribly sorry. I was just on my way down to meet you. I saw your ship dock and I knew I had plenty of time, and I was on my way out of the office when, suddenly, the phone rang.",0.9395604395604396,communication
1960,1968,2001: a space odyssey,phone,communication,"Yes. Well, for one thing, whenever you phone the base, all you can get is a recording which repeats that the phone lines are temporarily out of order.",0.26,communication
1960,1968,2001: a space odyssey,device,computational,"Well, not really. At first glance, black would suggest something sun-powered, but then why would anyone deliberately bury a sun- powered device?",0.9513888888888888,computational
1960,1968,2001: a space odyssey,phone,communication,"Well, I'll tell you why I ask. You see, I've got a girl who works in the Auditing Department of the Territorial Administrator and I haven't been able to get her on the phone for the past week or so, and with all these stories one hears, I'm a little concerned about her.",0.6222222222222222,communication
1980,1982,48 hrs.,tv,communication,"Yeah, too bad.  They were real nice lookin' too...In bed together, hardly any clothes one watching TV...",0.9519230769230769,communication
1980,1982,48 hrs.,phone,communication,You missed ... Luther took a taxi to the hotel across the street. Made a phone call.,0.8690476190476191,communication
1980,1982,48 hrs.,call,communication,You missed ... Luther took a taxi to the hotel across the street. Made a phone call.,0.8690476190476191,communication
1980,1982,48 hrs.,call,communication,"Hey, Jack, how ya doin'? What took you so long to call, man? I been waitin' ... I'm at Vroman's up in the Fillmore. Yeah, Vroman's... 'Course you don't hang out here; it's for the brothers.",0.26455026455026454,communication
1980,1982,48 hrs.,call,communication,"Naw, you'd just call your pals back to bail you out one more time.",0.24242424242424243,communication
1980,1982,48 hrs.,phone,communication,"If we come outta this joint with Ganz' phone number, or a dead Indian, or anything else useful, then you could turn the other way for half an hour while I get laid...",0.23493975903614459,communication
1980,1982,48 hrs.,phone,communication,Who'd you call on the phone back at the booking station?,0.39285714285714285,communication
1980,1982,48 hrs.,call,communication,Who'd you call on the phone back at the booking station?,0.39285714285714285,communication
1980,1982,48 hrs.,call,communication,He's gotta take that call ... if there is one.,0.45652173913043476,communication
1980,1982,48 hrs.,call,communication,I may call you worse than that.,0.1935483870967742,communication
1980,1982,48 hrs.,call,communication,Don't duck the bullet Cates. Why didn't you call in for backup instead of makin' a grandstand play?,0.4444444444444444,communication
1980,1982,48 hrs.,call,communication,I almost forgot.  That pal of yours from the Vice Squad wants you to call him.,0.8846153846153846,communication
1980,1982,48 hrs.,call,communication,I got to wait for a call.,0.8,communication
1980,1982,48 hrs.,call,communication,I dunno ... he's gonna call me...,0.696969696969697,communication
1980,1982,48 hrs.,tv,communication,"It might pay to reexamine a few of your more primitive notions.  I was in bed with a girlfriend watching TV last week, Jack, and one thing we know about me is I happen not to be a lesbian ... Now, if this Indian's girlfriend got upset when you came looking for him, it could just be she's still vulnerable to him.",0.3354632587859425,communication
1980,1982,48 hrs.,call,communication,Call me later.,0.0,communication
1990,1997,the fifth element,radio,communication,"I'm sorry to have to resort to such methods, but we heard about your good luck on he radio and we need the tickets to Fhloston.",0.6692913385826772,communication
1990,1997,the fifth element,call,communication,"I might call to check up on her, you know... to see if she's better?",0.11764705882352941,communication
1990,1997,the fifth element,phone,communication,"She's not my bride, she's my fare. She's looking for this Vito Cornelius. According to the phone guide he lives here.",0.7777777777777778,communication
1990,1997,the fifth element,radio,communication,"They've been blaring out your name on the radio for the last hour, blockhead!",0.5454545454545454,communication
1990,1997,the fifth element,radio,communication,"I didn't come here to play Dumbo on the radio. So tomorrow between 5 and 7 give yourself a hand, that clear pal?",0.35714285714285715,communication
1990,1997,the fifth element,machine,computational,But I don't know love... I'm like a machine programmed to save other people's lives but never to have one of my own.,0.3103448275862069,computational
1990,1997,the fifth element,screen,computational,You get that off the screen?,0.75,computational
1990,1997,the fifth element,screen,computational,Sometimes you can't learn everything from a screen..sometimes it's better to ask someone who has experience..,0.4036697247706422,computational
1990,1997,the fifth element,phone,communication,Who gives a shit! I didn't come here to listen to music! Listen up instead of running off at the mouth! The batteries on my phone are almost gone.,0.8493150684931506,communication
1990,1997,the fifth element,screen,computational,Really? Maybe I can get you on my screen and see you at last!,0.5573770491803278,computational
1990,1999,8mm,call,communication,I wanted to call.  I couldn't.,0.4,communication
1990,1999,8mm,phone,communication,Why haven't you called?  Why don't you answer your phone?,0.8947368421052632,communication
1990,1999,8mm,phone,communication,"I'm okay.  Please, honey, I can't explain.  Don't use the phone, just pack a bag and get out.  I'm on my way.  I'll be back at the house in three hours.  Call me from the hotel when you get there",0.29743589743589743,communication
1990,1999,8mm,call,communication,"I'm okay.  Please, honey, I can't explain.  Don't use the phone, just pack a bag and get out.  I'm on my way.  I'll be back at the house in three hours.  Call me from the hotel when you get there",0.29743589743589743,communication
1990,1999,8mm,call,communication,Sure.  I'll call the guy.,0.48,communication
1990,1999,8mm,machine,computational,I promised him to Machine.,0.6923076923076923,computational
1990,1999,8mm,phone,communication,"There's nothing there, you brain- dead cunt.  Think about it.  There's absolutely no way in this world to connect us to anything.  I want you to hang the phone up, and if you call me about this again I'm going to send a friend of mine out there and have him crack you open with a fucking rib spreader.",0.5116279069767442,communication
1990,1999,8mm,call,communication,"There's nothing there, you brain- dead cunt.  Think about it.  There's absolutely no way in this world to connect us to anything.  I want you to hang the phone up, and if you call me about this again I'm going to send a friend of mine out there and have him crack you open with a fucking rib spreader.",0.5116279069767442,communication
1990,1999,8mm,call,communication,"I just got a call... two seconds ago, some motherfucker called... says he knows about the loop.",0.1368421052631579,communication
1990,1999,8mm,machine,computational,Machine's in?,0.0,computational
1990,1999,8mm,machine,computational,Machine.,0.0,computational
1990,1999,8mm,machine,computational,"Files are mostly by state and year of disappearance.  We try to keep the children and adults separate. No eating or smoking in here, but there's a coffee machine in the hall.",0.8850574712643678,computational
1990,1999,8mm,call,communication,"I can give you my card, if your clients want to call me...",0.8275862068965517,communication
1990,1999,8mm,telephone,communication,"Few days ago, I was contacted by a couple living in Philadelphia, a doctor and his wife.  What happened was they picked up a young girl hitchhiking off 81, which heads into Philadelphia, started up a conversation with this girl, she looked homeless, seemed about eighteen maybe.  They convinced her to let them buy her a meal in the city.  Nice kid, mature, didn't have much to say, but they got a sense she's a runaway, so all through dinner the doctor's working on her, trying to convince her that at the very least she should pick up a telephone.  Not surprisingly, she ate her food, excused herself...  That's the last they saw her.  The reason they came to me for help, the reason I'm coming to you, is we had a friend of mine in the department work up a sketch...  They want to see if I can I.D. this girl, somehow pass along a message to let the parents know the kid's alive, doing alright.",0.600891861761427,communication
1990,1999,8mm,call,communication,Call me Tom.,0.0,communication
1990,1999,8mm,machine,computational,"There wasn't nobody around.  This place was a shit-hole.  I backed up the car to the door and we carried her in, like groceries.  Dino made her eat a bunch of pills, we laid out the plastic, put film in the camera and Machine went to work.",0.9121338912133892,computational
1990,1999,8mm,screen,computational,"Fuck you then, you want to know?  I talked her up, told her how beautiful she was, told her she was gonna be a star.  I told her I was gonna get her a screen test, and while I'm doing that, I got her a soda and dropped a mickey.  When it was dark enough, I rang Dino and told him it was go time, I put her in the trunk of my car and we went and we fucking did it.  That's what happened.  She's dead.  She's been dead a long fucking time.  Nobody fucking cares!",0.3282608695652174,computational
1990,1999,8mm,machine,computational,"So... you brought Dino in, and he brought Machine.  And, one day, a girl walked into your office because you had an ad in the paper for models.  And she never walked out.",0.24705882352941178,computational
1990,1999,8mm,phone,communication,"Okay, we'll come back to that.  So, six years ago a guy contacts you, through the classifieds, over the phone, however he does it.  It's Longdale, looking for a snuff film. And you, entrepreneur that you are, tell him you can hook him up.",0.4369747899159664,communication
1990,1999,8mm,machine,computational,Who is Machine?,0.4666666666666667,computational
1990,1999,8mm,machine,computational,I'm trying to figure that out myself.  I have to see Machine without his mask.,0.6794871794871795,computational
1990,1999,8mm,call,communication,"Nobody knows his name.  That's his thing.  He always wears a mask.  You never see his face.  He calls himself ""Machine,"" that's what they call him.  Machine.",0.8789808917197452,communication
1990,1999,8mm,machine,computational,"Nobody knows his name.  That's his thing.  He always wears a mask.  You never see his face.  He calls himself ""Machine,"" that's what they call him.  Machine.",0.8789808917197452,communication
1990,1999,8mm,call,communication,"Consider it.  Meanwhile, dig up whatever Dino Velvet films you can. Get receipts.  I'll call back.",0.8979591836734694,communication
1990,1999,8mm,computer,computational,"First of all, basement sales like tonight aren't gonna last much longer.  It's too risky, one, and two, everything's going on the internet.  Anyone with a computer and enough patience can find anything he wants.  It's heaven for those degenerate chicken-hawks. They're swapping pictures back and forth as fast as their modems can zap 'em.  But, there's still some weird shit under the counter where I work sometimes.  No one knows where it comes from.  That's local underground, where information spreads by word of mouth.  Those are zombies, hardcore junkies.  Their hands are permanently pruned.  They go out in the sun they don't burn, they blister.  Other than that, all I know about is the mail. Classified ads in the paper with hidden codes.  Secret couriers. Credit card orders to dummy corporations.  Interstate wire transfers.  Revolving P.O. boxes. But, if you're asking me who do you go to to get illegal shit... who knows?  That's the whole point -- the seller stays as far away from the buyer as possible, and vice versa, and cops can't trace the deal.  There's ways to do it so nobody knows who anybody is.",0.13839285714285715,computational
1990,1999,8mm,internet,computational,"First of all, basement sales like tonight aren't gonna last much longer.  It's too risky, one, and two, everything's going on the internet.  Anyone with a computer and enough patience can find anything he wants.  It's heaven for those degenerate chicken-hawks. They're swapping pictures back and forth as fast as their modems can zap 'em.  But, there's still some weird shit under the counter where I work sometimes.  No one knows where it comes from.  That's local underground, where information spreads by word of mouth.  Those are zombies, hardcore junkies.  Their hands are permanently pruned.  They go out in the sun they don't burn, they blister.  Other than that, all I know about is the mail. Classified ads in the paper with hidden codes.  Secret couriers. Credit card orders to dummy corporations.  Interstate wire transfers.  Revolving P.O. boxes. But, if you're asking me who do you go to to get illegal shit... who knows?  That's the whole point -- the seller stays as far away from the buyer as possible, and vice versa, and cops can't trace the deal.  There's ways to do it so nobody knows who anybody is.",0.13839285714285715,computational
1990,1999,8mm,phone,communication,"You've got Penthouse, Playboy, Hustler, etc.  Nobody even considers them pornography anymore.  Then, there's mainstream hardcore.  Triple X.  The difference is penetration. That's hardcore.  That whole industry's up in the valley. Writers, directors, porn stars. They're celebrities, or they think they are.  They pump out 150 videos a week.  A week.  They've even got a porno Academy Awards.  America loves pornography.  Anybody tells you they never use pornography, they're lying.  Somebody's buying those videos.  Somebody's out there spending 900 million dollars a year on phone sex.  Know what else?  It's only gonna get worse.  More and more you'll see perverse hardcore coming into the mainstream, because that's evolution.  Desensitization.  Oh my God, Elvis Presley's wiggling his hips, how offensive!  Nowadays, Mtv's showing girls dancing around in thong bikinis with their asses hanging out.  Know what I mean?  For the porn-addict, big tits aren't big enough after a while.  They have to be the biggest tits ever.  Some porn chicks are putting in breast implants bigger than your head, literally.  Soon, Playboy is gonna be Penthouse, Penthouse'll be Hustler, Hustler'll be hardcore, and hardcore films'll be medical films. People'll be jerking off to women laying around with open wounds. There's nowhere else for it to go.",0.43156320119670905,communication
1990,1999,8mm,call,communication,"See you then.  Oh, and, don't call me ""pops.""",0.6666666666666666,communication
1990,1999,8mm,call,communication,"It's your call, but you're gonna be sorry when you're in one of those everyday situations that call for a battery-operated vagina and you don't have one.",0.06535947712418301,communication
1990,1999,8mm,phone,communication,"I think about it everyday.  But, every time the phone rings... every single time, I still think it's her.",0.45714285714285713,communication
1990,1999,8mm,call,communication,I... I shouldn't take anymore of your time.  Maybe we can finish tomorrow.  I'll call tomorrow...,0.8350515463917526,communication
1990,1999,8mm,tv,communication,"I didn't think there were private detectives anymore, except on TV.",0.9552238805970149,communication
1990,1999,8mm,call,communication,"Right, Agent Cole told me he'd call and let you know to expect me.  He didn't call?",0.37349397590361444,communication
1990,1999,8mm,phone,communication,"Alright.  May I have your phone number, area code first?",0.4642857142857143,communication
1980,1988,a nightmare on elm street 4: the dream master,phone,communication,"Great, you wouldn't happen to know his phone number?",0.75,communication
1980,1989,a nightmare on elm street: the dream child,phone,communication,You had me scared on the phone.  What's wrong with the baby?,0.4166666666666667,communication
1980,1989,a nightmare on elm street: the dream child,call,communication,Did everyone call everyone?,0.48148148148148145,communication
1950,1959,the atomic submarine,call,communication,"Sounds like it!  Distress call, from a small freighter, between Ellesmere Island and Greenland. One mayday, then...nothing.",0.21138211382113822,communication
1990,1997,affliction,computer,computational,"You got yourself a computer, Alma.",0.5588235294117647,computational
1990,1997,affliction,tv,communication,"The only difference between me and that Clemens on TV is luck, shit luck.",0.6986301369863014,communication
1990,1997,affliction,call,communication,"Well, I guess I am. I planned this, I planned all this, you know. I mean, it's sort of pathetic, but I planned it. You shouldn't have called your mother.  C'mon, we're gonna call her before she leaves.",0.8656716417910447,communication
1990,1997,affliction,call,communication,"Yeah, you can have the key. It's the key that's kept me locked to you all these years. I give it to you with pleasure.  Now I'm free. See how easy it is, Jack? All you got to do is give back what the man gave you, and you're free of him.  I've got to call my brother.",0.9400749063670412,communication
1990,1997,affliction,call,communication,"Wade, that wasn't smart. Going out right after the man's father-in-law shot himself. Let it go. Call it a favor to me.",0.8135593220338984,communication
1990,1997,affliction,call,communication,"Elaine! Call Chub Meritt and have him pick up Wade's car, fix the clutch.",0.1095890410958904,communication
1990,1997,affliction,call,communication,Are you sure they're home? Did you call?,0.875,communication
1990,1997,affliction,call,communication,Call me.,0.0,communication
1990,1997,affliction,call,communication,"You two want to do anything tomorrow and need a third party, give me a call, okay? I'm off.",0.7802197802197802,communication
1990,1997,affliction,phone,communication,"You get the hell out of my house now, asshole. And know this -- you are going to be a lucky asshole if I haven't got you fired before the day is out. I can do it with one phone call, and I'm pissed enough to do it now!",0.7844036697247706,communication
1990,1997,affliction,call,communication,"You get the hell out of my house now, asshole. And know this -- you are going to be a lucky asshole if I haven't got you fired before the day is out. I can do it with one phone call, and I'm pissed enough to do it now!",0.7844036697247706,communication
1990,1997,affliction,television,communication,Doing your fucking job. I know. I watch television too.,0.7272727272727273,communication
1990,1997,affliction,call,communication,"Jesus Christ. Mr. Gordon, when I come all the way to serve somebody a summons, I don't call ahead for an appointment.",0.7435897435897436,communication
1990,1997,affliction,phone,communication,"I said, 'Next time, phone ahead.'",0.6060606060606061,communication
1990,1997,affliction,phone,communication,"Whitehouse. Next time, phone ahead.",0.6571428571428571,communication
1990,1997,affliction,call,communication,Call it what you want.,0.0,communication
1990,1997,affliction,call,communication,Why didn't you call and have the furnace fixed?,0.3191489361702128,communication
1990,1997,affliction,phone,communication,Is there something wrong with the phone?,0.85,communication
1990,1997,affliction,tv,communication,"A lesson in work and its rewards. You'll thank me for this one day.  Sally, turn off that TV!",0.967741935483871,communication
1990,1997,affliction,call,communication,"Take care of the little things first, the things that are distracting you from taking care of the big things. Call Chub Merritt, get your car back, call a dentist, for God's sake, and get your tooth pulled, don't trust the locals, get your facts straight and go straight to the state police. Let them work on this.",0.3503184713375796,communication
1990,1997,affliction,tv,communication,"Yeah, brother, look, I was calling cause -- has there been anything on TV in Boston about a hunting accident with a guy named Twombley, Evan Twombley?",0.47333333333333333,communication
1990,1997,air force one,call,communication,"That's game, set, and match. There's nothing to do, except call the Chief Justice.",0.7195121951219512,communication
1990,1997,air force one,call,communication,"No! If we land this plane anywhere else, we will end up another Entebe.  The Americans built a super plane that flies through mushroom cloud, evades missiles and...  refuels in mid-air. Call the White House.",0.8985507246376812,communication
1990,1997,air force one,call,communication,"This is Romeo Tango Zulu changing call signs.  Tower, alert air traffic, Romeo Tango Zulu is now Air Force One.  This is Air Force One... The President is safe onboard.",0.20238095238095238,communication
1990,1997,air force one,television,communication,"Romeo Tango Zulu, copy One the television, graphics of the First Family against the Presidential Seal.",0.30392156862745096,communication
1990,1997,air force one,phone,communication,"Up on the upper deck is the cockpit and the Mission Communication Center. The MCC, as we call it, can place clear and secure phone calls to anywhere on earth.  We're linked to a network of military and civilian satellites and ground stations.  We could run the country or run a war from there if we had to.",0.4084967320261438,communication
1990,1997,air force one,call,communication,"Up on the upper deck is the cockpit and the Mission Communication Center. The MCC, as we call it, can place clear and secure phone calls to anywhere on earth.  We're linked to a network of military and civilian satellites and ground stations.  We could run the country or run a war from there if we had to.",0.4084967320261438,communication
1990,1997,air force one,network,computational,"Up on the upper deck is the cockpit and the Mission Communication Center. The MCC, as we call it, can place clear and secure phone calls to anywhere on earth.  We're linked to a network of military and civilian satellites and ground stations.  We could run the country or run a war from there if we had to.",0.4084967320261438,communication
1990,1997,air force one,call,communication,Call up Petrov and order Stravanavitch' S release.,0.0,communication
1990,1997,air force one,call,communication,Call Petrov...  I'll be back.,0.0,communication
1990,1997,air force one,call,communication,"Sir, the President does not call this particular number. So whoever you are get a life, before I have this call traced.",0.23529411764705882,communication
1990,1997,air force one,call,communication,"Okay listen, listen carefully. This is an emergency call from Air Force One. Who's there? Is the Vice- President there?",0.4369747899159664,communication
1990,1997,air force one,call,communication,White House switchboard. How may I direct your call.,0.9038461538461539,communication
1990,1997,air force one,television,communication,"Sir, the Speaker of the House attacked this administration on national television.  You can't afford to leave that hanging.",0.5772357723577236,communication
1980,1982,airplane ii: the sequel,computer,computational,We've blown the computer!  Elaine!  Set course change!,0.2962962962962963,computational
1980,1982,airplane ii: the sequel,radio,communication,That's the way I want it.  Just turn the radio on and go.,0.7192982456140351,communication
1980,1982,airplane ii: the sequel,computer,computational,We're computer locked and the manual navigation unit is down.,0.09836065573770492,computational
1980,1982,airplane ii: the sequel,computer,computational,He tried to disconnect ROK.  It gassed him.  That computer is running this ship and we're heading right for the sun.,0.43103448275862066,computational
1980,1982,airplane ii: the sequel,computer,computational,"But, darling, they've offered me a chance to head up the computer analysis division for the Jupiter probe.",0.5377358490566038,computational
1980,1982,airplane ii: the sequel,computer,computational,For the best little computer officer on the Mercury mission.,0.3333333333333333,computational
1980,1982,airplane ii: the sequel,machine,computational,"Captain, the coffee machine is jammed and I don't like it.",0.3448275862068966,computational
1980,1982,airplane ii: the sequel,computer,computational,That damn computer has taken over.  I'm getting out.,0.19230769230769232,computational
1980,1980,airplane!,call,communication,That's a lovely name. Mine's Milton...Milt Ettenhenim. But my friends call me 'Bubbles.',0.7954545454545454,communication
1980,1980,airplane!,call,communication,"I <u>am</u> serious, and don't call me Shirley! What flying experience have you had?",0.36904761904761907,communication
1980,1980,airplane!,radio,communication,It's the little room at the front of the plane where the pilots sit. But that's not important right now. The first officer is ill and the Captain would like someone with flying experience to help him with the radio. Do you know anything about planes?,0.836,communication
1980,1988,alien nation,ai,computational,Ss'ai k'ss?  Perfect.,0.14285714285714285,computational
1980,1988,alien nation,ai,computational,Ss-ai!,0.5,computational
1980,1988,alien nation,network,computational,"They had months in quarantine to develop the plan.  Porter, with his chemistry background, must have somehow come up with the formula for the drug.  Hubley manufactured it -- at the refinery.  Strader, through the nightclub, established a distribution network.  And Harcourt--",0.9130434782608695,computational
1980,1988,alien nation,call,communication,"A man, a human, was wiring it to your car.  I didn't get a good look at him.  I must call my wife...",0.85,communication
1980,1988,alien nation,call,communication,"Through his ass.  Next time you see him, tell him to call me... unless you want us to keep coming back on you like a bad case of herpes.",0.3897058823529412,communication
1980,1988,alien nation,signal,communication,"Nice signal, dickwad!",0.23809523809523808,communication
1980,1988,alien nation,ai,computational,"That is exactly so.  It is like your name... Sykes.  I'm sure it doesn't bother you at all that it sounds like ""ss'ai k'ss"", two words in my language which mean ""excrement"" and ""cranium"".",0.6149732620320856,computational
1980,1988,alien nation,call,communication,"What's that?  Look, Jetson.  Get this straight in your head.  We're not pals, we're not married, and we ain't gonna take long moonlight walks together... We're just partners.  And don't call me Sergeant.  Call me Sykes... or Matt if you have to.",0.7591836734693878,communication
1980,1986,aliens,data,computational,PDT'S.  Personal-Data Transmitters. Every adult colonist had one surgically implanted.,0.19767441860465115,computational
1980,1986,aliens,computer,computational,"All right, the area's secured. Let's go in and see what their computer can tell us.  First team head for operations. Hudson, see if you can get their CPU on line.  Hicks, meet me at the south lock by the up-link tower...",0.2818181818181818,computational
1980,1986,aliens,call,communication,"Look, man, let's just bug out and call it even, okay?",0.6415094339622641,communication
1980,1986,aliens,signal,communication,"Twelve meters.  Man, this is a big fucking signal.  Ten meters.",0.6825396825396826,communication
1980,1986,aliens,signal,communication,This signal's weird...must be some interference or something. There's movement all over the place...,0.05,communication
1980,1986,aliens,call,communication,"Because I don't have to.  The people who live there checked it out years ago and they never reported and 'hostile organism' or alien ship.  And by the way, they call it Acheron now.",0.8895027624309392,communication
1980,1986,aliens,data,computational,"Look, I can see where this is going.  But I'm telling you those things exist.  Back on that planetoid is an alien ship and on that ship are thousands of eggs.  Thousands. Do you understand?  I suggest you find it, using the flight recorder's data.  Find it and deal with it -- before one of your survey teams comes back with a little surprise...",0.7014492753623188,computational
1980,1984,amadeus,call,communication,He's not Herr Mozart. Call him Papa.,0.6111111111111112,communication
1980,1984,amadeus,call,communication,Call Herr Mozart! You call Herr Mozart immediately! This is insupportable!,0.0,communication
1980,1984,amadeus,machine,computational,"'Course you would. You belong here, my boy, not the snobby Court. You could do anything you felt like here - the more fantastic the better! That's what people want, you know: fantasy. You do a big production, fill it with beautiful magic tricks and you'll be absolutely free to do anything you want. Of course, you'd have to put a fire in it, because I've got the best fire machine in the city and a big flood - I can do you the finest water effects you ever saw in your life. Oh, and a few trick animals. You'd have to use those.",0.7056603773584905,computational
1980,1984,amadeus,call,communication,"Yes, yes - go on. The Voca Me. Suddenly sotto voce. Write that down: sotto voce, pianissimo. Voca me cum benedictis. Call me among the blessed.",0.8181818181818182,communication
1980,1984,amadeus,call,communication,I'll call tomorrow.,0.2631578947368421,communication
1980,1981,an american werewolf in london,radio,communication,Have you read the papers today? Have you listened to the radio or television?,0.7402597402597403,communication
1980,1981,an american werewolf in london,television,communication,Have you read the papers today? Have you listened to the radio or television?,0.7402597402597403,communication
1980,1981,an american werewolf in london,call,communication,Is he all right? Why didn't you call me? Where was he?,0.5925925925925926,communication
1980,1981,an american werewolf in london,call,communication,Let's call the police and see if they can help us find our wandering boy.,0.0821917808219178,communication
1980,1981,an american werewolf in london,call,communication,What exactly did he call out?,0.6896551724137931,communication
1980,1981,an american werewolf in london,call,communication,"Listen, if you get too anxious, call me at the hospital, okay?",0.5161290322580645,communication
1980,1981,an american werewolf in london,call,communication,Call me David.,0.0,communication
1980,1981,an american werewolf in london,call,communication,Call me Alex.,0.0,communication
1980,1981,an american werewolf in london,call,communication,There's no call for that kind of language.,0.2619047619047619,communication
1980,1981,an american werewolf in london,screen,computational,Rendezvous in Rome starring Jack Goodman and Debbie Klein. The love affair that shocked Europe! See torrid lovemaking at its most explicit! See Jack and Debbie expose their lust in the sacred halls of the Vatican! Never has the screen dared...,0.9382716049382716,computational
1980,1981,an american werewolf in london,telephone,communication,He's on the telephone.,0.5454545454545454,communication
1930,1932,american madness,call,communication,"What good will that do?  Why, it will take control away from him. We'll put somebody else in charge, call in all doubtful loans, and be on safe ground again. That's what good it will do!",0.543010752688172,communication
1930,1932,american madness,phone,communication,Get Mrs. Dickson on the phone.,0.8,communication
1930,1932,american madness,call,communication,"How about his nights? He's too busy running around. Tell him to keep tomorrow night open, come in and sign this thing, or I'll call this whole deal off.",0.8355263157894737,communication
1930,1932,american madness,data,computational,Here's the data on the Clyde deal.,0.3235294117647059,computational
1930,1932,american madness,telephone,communication,"Yeah.  I got an idea. Come on, let's get to a telephone.",0.8214285714285714,communication
2000,2000,american psycho,call,communication,Will you call me before Thanksgiving?,0.24324324324324326,communication
2000,2000,american psycho,phone,communication,"The question is do you like it, Courtney? And will you blow off a fucking phone call from your sad excuse for a boyfriend to eat there tonight.",0.5174825174825175,communication
2000,2000,american psycho,call,communication,"The question is do you like it, Courtney? And will you blow off a fucking phone call from your sad excuse for a boyfriend to eat there tonight.",0.5174825174825175,communication
2000,2000,american psycho,call,communication,"Patrick don't call me pumpkin anymore, okay? I have to go.",0.2413793103448276,communication
2000,2000,american psycho,call,communication,"Waiting for Luis to call me. He said he'd call tonight. Oh don't be difficult, Patrick.",0.22988505747126436,communication
2000,2000,american psycho,phone,communication,"No! Listen, don't you know who I am? I'm not Davis, I'm Patrick Bateman! I talk to you on the phone all the time! Don't you recognize me? You're my lawyer.",0.6064516129032258,communication
2000,2000,american psycho,machine,computational,"Wait. Stop. You don't seem to understand. You're not really comprehending any of this. I killed him. I did it, Carnes. I'm Patrick Bateman. I chopped Owen's fucking head off. I tortured dozens of girls. The whole message I left on your machine was true.",0.932806324110672,computational
